CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H8PA15237,"UEHLINGER, SCOTT",O,2,REP,2000.0,0.0,2000.0,0.0,110.41,110.41,0.0,0.0,0.0,1825.0,0.0,12675.0,2000.0,PA,9,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0PA10102,"BRIER, THOMAS F JR",C,1,DEM,591474.46,0.0,517383.9,0.0,0.0,72720.67,8359.09,18000.0,0.0,0.0,39.0,30506.5,561635.17,PA,10,,,,,,0.0,0.0,05/13/2020,0.0,0.0
H0PA10110,"DEPASQUALE, EUGENE",C,1,DEM,1144357.51,7100.0,441226.25,0.0,0.0,703131.26,775.0,0.0,0.0,0.0,0.0,0.0,907676.7,PA,10,,,,,,223789.62,5016.19,05/13/2020,200.0,250.0
H6PA16296,"HARTMAN, CHRISTINA M",C,1,DEM,0.0,0.0,25112.87,0.0,25229.65,116.78,0.0,0.0,0.0,0.0,17000.0,0.0,0.0,PA,10,,,,,,0.0,0.0,12/31/2019,2700.0,0.0
H8PA04090,"SCOTT, GEORGE",C,1,DEM,5333.43,0.0,23093.99,8236.6,17760.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,10,,,,,,0.0,0.0,01/05/2020,3063.35,0.0
H8PA10170,"HERSCHEL, JUDITH L",C,1,DEM,0.0,0.0,0.0,0.0,194.73,194.73,0.0,0.0,0.0,0.0,0.0,9976.0,0.0,PA,10,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8PA10204,"FEIGL-DING, ERIC",C,1,DEM,199.92,0.0,199.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66200.0,199.92,PA,10,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H0PA10128,"JEFFRIES, ROBERT",C,2,REP,21845.0,0.0,21845.0,0.0,0.0,0.0,0.0,4280.0,0.0,2050.0,0.0,0.0,17565.0,PA,10,,,,,,0.0,0.0,03/31/2020,2800.0,0.0
H2PA04135,"PERRY, SCOTT",I,2,REP,1535886.88,0.0,866786.5,6500.0,54079.36,723146.09,0.0,0.0,0.0,0.0,0.0,41675.54,1207774.01,PA,10,,,,,,324603.0,200.0,05/13/2020,12205.0,1000.0
H0PA11183,"HAMMOND, SARAH",C,1,DEM,4805.17,0.0,4243.45,0.0,0.0,561.72,320.0,0.0,0.0,0.0,0.0,4172.88,4234.77,PA,11,,,,,,250.0,0.0,05/13/2020,0.0,0.0
H0PA11191,"DAIGLE, PAUL RICHARD",C,1,DEM,12852.26,0.0,13975.48,0.0,0.0,7.04,5890.26,0.0,0.0,0.0,0.0,0.0,6962.0,PA,11,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H6PA11073,"MARSICANO, MICHAEL PAUL",C,1,DEM,0.0,0.0,0.0,0.0,8740.91,8740.91,0.0,0.0,0.0,0.0,0.0,418.43,0.0,PA,11,,,,,,0.0,0.0,04/12/2019,0.0,0.0
H8PA16078,"KING, JESSICA",O,1,DEM,3397.62,0.0,76110.04,0.0,72712.42,0.0,0.0,2320.94,0.0,0.0,0.0,0.0,0.0,PA,11,,,,,,0.0,0.0,03/31/2020,0.0,500.0
H6PA16320,"SMUCKER, LLOYD K.",I,2,REP,843886.34,116254.49,424527.33,0.0,10160.89,429519.9,0.0,0.0,0.0,0.0,0.0,16551.0,255741.0,PA,11,,,,,,467550.0,0.0,05/13/2020,0.0,3500.0
H8PA11111,"BEILER, CHET",O,2,REP,0.0,0.0,0.0,0.0,948.91,948.91,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,PA,11,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0PA12199,"GRIFFIN, LEE",C,1,DEM,1843.3,0.0,1397.25,0.0,0.0,446.05,0.0,1397.25,0.0,0.0,0.0,1397.25,196.05,PA,12,,,,,,0.0,250.0,05/13/2020,0.0,0.0
H4PA12043,"MCCLELLAND, ERIN",C,1,DEM,750.0,0.0,750.0,0.0,866.28,866.28,600.0,0.0,0.0,0.0,0.0,54030.55,150.0,PA,12,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8PA05204,"FRIEDENBERG, MARC",O,1,DEM,209045.81,0.0,230037.21,0.0,67758.07,81108.15,0.0,0.0,25000.0,0.0,0.0,25000.0,181595.81,PA,12,,,,,,1450.0,1000.0,06/30/2019,0.0,0.0
H0PA10078,"MARINO, THOMAS ANTHONY",I,2,REP,2633.66,948.39,80530.31,0.0,77896.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,12,,,,,,0.0,0.0,07/01/2019,0.0,-500.0
H0PA12173,"WHEELAND, JEFF C.",O,2,REP,7472.79,0.0,7472.79,0.0,0.0,0.0,2672.79,0.0,0.0,0.0,0.0,0.0,0.0,PA,12,,,,,,4800.0,0.0,07/12/2019,0.0,0.0
H0PA12181,"KELLER, FRED",I,2,REP,1071560.08,41650.83,767339.64,0.0,0.0,304220.44,2899.65,0.0,0.0,0.0,0.0,9804.85,707163.36,PA,12,,,,,,314107.63,5000.0,05/13/2020,7475.62,5250.0
H8PA10188,"MCLINKO, DOUG",C,2,REP,100.0,0.0,3027.39,0.0,2927.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,PA,12,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0PA13114,"ROWLEY, TODD",C,1,DEM,21926.72,0.0,18224.62,0.0,0.0,3516.14,0.0,0.0,0.0,0.0,0.0,0.0,21926.72,PA,13,,,,,,0.0,0.0,05/13/2020,0.0,0.0
H2PA13078,"MARGOLIES-MEZVINSKY, MARJORIE",O,1,DEM,0.0,0.0,361.89,0.0,361.89,0.0,0.0,0.0,0.0,0.0,0.0,251739.5,0.0,PA,13,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H4PA13165,"ARKOOSH, VALERIE ANN",O,1,DEM,0.0,0.0,0.0,0.0,4422.08,4422.08,0.0,0.0,0.0,0.0,0.0,743500.0,0.0,PA,13,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8PA13133,"OTTAWAY, BRENT M",C,1,DEM,218.1,0.0,5223.0,0.0,760.32,-4244.58,0.0,0.0,0.0,0.0,0.0,0.0,217.0,PA,13,,,,,,1.1,0.0,03/31/2019,0.0,0.0
H2PA09092,"SCHOOLEY, TRAVIS",C,2,REP,0.0,0.0,0.0,0.0,406.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,13,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H4PA09056,"HALVORSON, ARTHUR L",C,2,REP,0.0,0.0,0.0,0.0,23239.74,23239.74,0.0,0.0,0.0,0.0,0.0,427000.0,0.0,PA,13,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H8PA09024,"EICHELBERGER, JOHN H. JR.",C,2,REP,49122.3,0.0,50272.3,0.0,1150.0,0.0,49122.3,0.0,0.0,50256.5,0.0,0.0,0.0,PA,13,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H8PA13125,"JOYCE, JOHN",I,2,REP,665133.83,0.0,270474.4,0.0,60342.27,455001.7,0.0,0.0,0.0,0.0,0.0,296000.0,260469.62,PA,13,,,,,,397350.0,2000.0,05/13/2020,5300.0,5000.0
H0PA14138,"MARX, WILLIAM A MR. III",C,1,DEM,5561.4,0.0,4208.27,0.0,0.0,1353.13,0.0,0.0,0.0,0.0,0.0,0.0,5561.4,PA,14,,,,,,0.0,0.0,05/13/2020,0.0,0.0
H8PA12069,"PRIGG, THOMAS LEE",C,1,DEM,0.0,0.0,0.0,0.0,-152.22,-152.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,14,,,,,,0.0,0.0,01/24/2020,0.0,0.0
H8PA14065,"BOERIO, BIBIANA",C,1,DEM,85.8,0.0,23722.69,0.0,23636.89,0.0,0.0,0.0,0.0,17108.41,0.0,0.0,0.0,PA,14,,,,,,0.0,0.0,01/14/2020,0.0,0.0
H8PA18157,"SOLOMON, ROBERT",O,1,DEM,0.0,0.0,9159.84,0.0,4579.92,0.0,0.0,0.0,0.0,9159.84,0.0,0.0,0.0,PA,14,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H8PA18199,"RESCHENTHALER, GUY MR.",I,2,REP,1055724.71,5000.0,833211.46,0.0,17785.31,240298.56,0.0,0.0,0.0,0.0,0.0,0.0,558868.41,PA,14,,,,,,486515.0,0.0,05/13/2020,820.0,2100.0
H2PA15107,"EATON, J JACKSON",C,1,DEM,0.0,0.0,8550.0,0.0,51860.0,43310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,15,,,,,,0.0,0.0,01/30/2020,0.0,0.0
H8PA09065,"BOSER, SUSAN",O,1,DEM,1176.74,0.0,0.0,0.0,-1176.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.74,PA,15,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H8PA15161,"LEINER, WILLIAM JR.",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,15,,,,,,0.0,0.0,06/30/2019,0.0,0.0
H8PA05071,"THOMPSON, GLENN MR.",I,2,REP,1019646.35,54684.82,908938.88,2000.0,232188.35,342895.82,0.0,0.0,0.0,0.0,0.0,0.0,501500.93,PA,15,,,,,,458473.0,0.0,05/13/2020,6977.0,0.0
H8PA15195,"MACKENZIE, RYAN EDWARD",O,2,REP,0.0,0.0,60.8,0.0,76024.08,75963.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,15,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0PA16026,"SMITH, DANIEL B MR JR",C,1,DEM,26567.26,0.0,26567.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25817.26,PA,16,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0PA16034,"GNIBUS, KRISTY",C,1,DEM,127434.91,0.0,107999.08,0.0,0.0,19435.83,1024.22,1000.0,0.0,0.0,0.0,13088.66,109300.32,PA,16,,,,,,13550.0,0.0,05/13/2020,650.0,0.0
H4PA21069,"DINICOLA, RONALD A. MR.",C,1,DEM,6869.7,0.0,5532.05,0.0,3136.09,4473.74,0.0,0.0,0.0,3500.0,0.0,130296.0,0.0,PA,16,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8PA03126,"RIEGER, CHRIS",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,16,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H0PA03271,"KELLY, GEORGE J JR",I,2,REP,1550257.28,136060.25,622505.43,4797.0,38377.14,966128.99,0.0,0.0,0.0,0.0,0.0,90000.0,404446.65,PA,16,,,,,,962706.32,0.0,05/13/2020,1700.0,0.0
H8PA12101,"LINSENMAYER, RAYMOND",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,17,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H8PA18181,"LAMB, CONOR",I,1,DEM,1734021.91,10681.95,921417.91,0.0,238554.41,1051158.41,0.0,0.0,0.0,0.0,0.0,353.97,1334354.61,PA,17,,,,,,387247.26,1738.09,05/13/2020,7576.55,1500.0
H0PA04220,"ROTHFUS, KEITH MR.",I,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,17,,,,,,0.0,0.0,02/28/2019,0.0,0.0
H0PA17099,"TIMKO, SCOTT RICHARD",C,2,REP,72934.18,0.0,72934.18,0.0,0.0,0.0,0.0,5600.0,0.0,5600.0,0.0,6537.3,67334.18,PA,17,,,,,,0.0,0.0,06/30/2020,3200.0,0.0
H0PA17107,"THOMSEN, BRIAN",C,2,REP,30984.7,0.0,30984.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30984.7,PA,17,,,,,,0.0,0.0,06/03/2020,50.0,0.0
H0PA17115,"PARNELL, RICHARD SEAN",C,2,REP,628189.4,0.0,242621.71,0.0,0.0,385567.69,11200.0,0.0,0.0,0.0,0.0,0.0,520381.4,PA,17,,,,,,95578.0,0.0,05/13/2020,5650.0,0.0
H6PA17161,"GEISSINGER, GLENN A",C,2,REP,0.0,0.0,0.0,0.0,784.0,784.0,0.0,0.0,0.0,0.0,0.0,17752.94,0.0,PA,17,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0PA18097,"DICKINSON, GERALD",C,1,DEM,244692.61,0.0,217831.96,0.0,0.0,26860.65,1.0,0.0,0.0,0.0,0.0,0.0,244491.61,PA,18,,,,,,0.0,0.0,05/13/2020,500.0,0.0
H2PA14092,"BROOKS, JANIS C DR",C,1,DEM,4082.25,0.0,3592.06,0.0,237.38,2044.72,3848.25,0.0,0.0,0.0,0.0,0.0,234.0,PA,18,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H4PA18131,"DOYLE, MICHAEL",I,1,DEM,642282.56,0.0,680461.21,0.0,256877.92,218699.27,0.0,0.0,0.0,0.0,0.0,0.0,182459.0,PA,18,,,,,,458125.0,0.0,05/13/2020,1000.0,0.0
H8PA18272,"BROOKS, JANIS C REV DR",,1,DEM,4082.25,0.0,3592.06,0.0,237.38,2044.72,3848.25,0.0,0.0,0.0,0.0,0.0,234.0,PA,18,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0PA18113,"NEGRON, LUKE",C,2,REP,8875.37,0.0,4243.48,0.0,0.0,4631.89,456.14,400.0,0.0,400.0,0.0,0.0,7919.23,PA,18,,,,,,0.0,100.0,05/13/2020,0.0,0.0
H0PR00051,"HERNANDEZ-MAYORAL, JOSE A",C,1,DEM,3000.0,0.0,3000.0,0.0,143.26,143.26,0.0,0.0,0.0,0.0,0.0,758400.79,3000.0,PR,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8PR00054,"ACEVEDO-VILA, ANIBAL",C,1,DEM,38950.0,0.0,7508.56,0.0,0.0,31441.44,0.0,0.0,0.0,0.0,0.0,491.44,38950.0,PR,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8PR00062,"PIERLUISI, PEDRO",I,1,DEM,0.0,0.0,0.0,0.0,10341.21,10341.21,0.0,0.0,0.0,0.0,0.0,82822.51,0.0,PR,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6PR00082,"GONZALEZ COLON, JENNIFFER",I,3,NPP,300407.83,0.0,238844.06,0.0,301557.43,363121.2,0.0,0.0,0.0,0.0,0.0,0.0,244044.75,PR,0,,,,,,48250.0,8000.0,03/31/2020,0.0,0.0
H4PR00095,"VIVONI, MIGUEL HERNANDEZ",O,3,OTH,0.0,0.0,0.0,0.0,-482.58,-482.58,0.0,0.0,0.0,0.0,0.0,9967.6,0.0,PR,0,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0PR01026,"ALBORS, JUAN CARLOS",C,3,UN,73350.0,0.0,72348.11,0.0,0.0,1001.89,2700.0,67000.0,0.0,0.0,0.0,67000.0,3650.0,PR,0,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H0PR01042,"JORDAN, ZAYIRA",C,3,UN,2778.83,0.0,446.09,0.0,0.0,2332.74,1178.06,0.0,0.0,0.0,0.0,0.0,1600.77,PR,0,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0RI01073,"CICILLINE, DAVID N",I,1,DEM,1070812.42,103128.27,884764.62,0.0,697367.43,883415.23,0.0,0.0,0.0,80.23,0.0,0.0,725512.84,RI,1,,,,,,233220.34,0.0,03/31/2020,6680.0,1000.0
H0RI01081,"LYNCH, WILLIAM J",O,1,DEM,0.0,0.0,0.0,0.0,-1195.79,-1195.79,0.0,0.0,0.0,0.0,0.0,107500.0,0.0,RI,1,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8RI01092,"WYSOCKI, FREDERICK",C,3,IND,10380.97,0.0,9938.75,0.0,652.31,1094.53,0.0,10305.97,0.0,1756.74,0.0,11184.87,75.0,RI,1,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0RI02139,"LANGEVIN, JAMES R HONORABLE",I,1,DEM,710783.48,0.0,501922.47,0.0,1031499.63,1240360.64,500.0,0.0,0.0,0.0,1609.29,0.0,341284.22,RI,2,,,,,,339434.16,0.0,03/31/2020,225.0,0.0
H0RI02295,"CONLEY, DYLAN",,1,DEM,5355.0,0.0,194.45,0.0,0.0,5160.55,225.0,0.0,0.0,0.0,0.0,0.0,5130.0,RI,2,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H6RI02276,"ARCHER, STEVEN",C,1,DEM,0.0,0.0,0.0,0.0,149.11,149.11,0.0,0.0,0.0,0.0,0.0,12368.06,0.0,RI,2,,,,,,0.0,0.0,02/19/2019,0.0,0.0
H0RI02287,"LANCIA, BOB",C,2,REP,9515.0,0.0,0.0,0.0,0.0,9515.0,0.0,0.0,0.0,0.0,0.0,0.0,9515.0,RI,2,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H4SC01172,"COLBERT BUSCH, ELIZABETH",O,1,DEM,78.57,0.0,110650.0,0.0,207322.97,96751.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,1,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8SC01116,"CUNNINGHAM, JOE",I,1,DEM,3710807.1,439532.42,1135189.72,0.0,58587.89,2634205.27,0.0,0.0,0.0,0.0,0.0,0.0,3146677.36,SC,1,,,,,,120491.67,2023.75,05/20/2020,56500.92,4500.0
H0SC01071,"BROWN, HENRY E. JR.",I,2,REP,0.0,0.0,75017.59,2300.0,75017.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,1,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H0SC01360,"COVERT, MICHAEL",C,2,REP,175806.37,0.0,165724.81,0.0,0.0,10081.56,670.17,30000.0,0.0,5000.0,0.0,25000.0,145031.2,SC,1,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0SC01386,"LANDING, KATHERINE DUBEAU",C,2,REP,645778.75,0.0,642935.85,0.0,0.0,2842.9,17859.97,329000.0,0.0,73447.68,0.0,255552.32,278500.77,SC,1,,,,,,14000.0,0.0,06/30/2020,15900.0,0.0
H0SC01394,"MACE, NANCY",C,2,REP,1355560.91,10966.32,793867.87,0.0,0.0,561693.04,0.0,100.0,0.0,0.0,0.0,100.0,1264634.62,SC,1,,,,,,79126.16,0.0,05/20/2020,39005.08,0.0
H0SC01402,"COX, CHRIS",C,2,REP,117799.84,0.0,114141.84,0.0,0.0,3658.0,0.0,0.0,0.0,0.0,0.0,0.0,117799.84,SC,1,,,,,,0.0,0.0,05/20/2020,0.0,0.0
H0SC01410,"NORRIS, PHILLIP DWIGHT",C,2,REP,70.0,0.0,70.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,35.0,0.0,SC,1,,,,,,0.0,0.0,02/16/2020,0.0,0.0
H0SC01428,"MOLE, BRAD",C,2,REP,7192.0,0.0,6043.05,0.0,0.0,1148.95,0.0,3240.0,0.0,0.0,0.0,3240.0,3949.0,SC,1,,,,,,0.0,0.0,05/20/2020,200.0,0.0
H4SC01073,"SANFORD, MARSHALL C. HON.",I,2,REP,129488.48,0.0,109403.92,0.0,1327791.37,1347875.93,0.0,0.0,0.0,0.0,0.0,0.0,94862.42,SC,1,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6SC01151,"HORNE, JENNY A",C,2,REP,0.0,0.0,0.0,0.0,474.95,474.95,0.0,0.0,0.0,0.0,0.0,22941.03,0.0,SC,1,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8SC01124,"ARRINGTON, KATHERINE ELIZABETH",C,2,REP,2204.05,0.0,3168.03,0.0,963.98,0.0,0.0,0.0,0.0,817.13,0.0,0.0,25.0,SC,1,,,,,,0.0,0.0,02/12/2020,100.0,0.0
H0SC02061,"BOROUGHS, ADAIR FORD",C,1,DEM,1043374.82,0.0,476848.89,0.0,0.0,566525.93,0.0,0.0,0.0,0.0,0.0,0.0,1028623.14,SC,2,,,,,,13473.93,0.0,05/20/2020,6175.0,0.0
H0SC02079,"NATHANIEL, LAWRENCE D",C,1,DEM,21543.35,0.0,7135.35,0.0,1783.0,16191.0,3000.0,0.0,0.0,0.0,0.0,0.0,18543.35,SC,2,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H8SC02106,"CARRIGAN, SEAN J MR.",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,2,,,,,,0.0,0.0,08/01/2019,0.0,0.0
H8SC02114,"ROBERTSON, ANNABELLE",C,1,DEM,750.0,0.0,750.0,0.0,-627.68,-627.68,0.0,0.0,0.0,0.0,0.0,6070.0,750.0,SC,2,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H2SC02059,"WILSON, JOE THE HON.",I,2,REP,828205.76,8175.7,575665.74,0.0,150257.75,402797.77,0.0,0.0,0.0,0.0,0.0,0.0,372025.36,SC,2,,,,,,430700.0,0.0,05/20/2020,6076.72,0.0
H0SC03150,"WELCH, MARK DILLING MR.",C,1,DEM,7392.27,0.0,5168.34,0.0,0.0,2222.93,0.0,6200.0,0.0,0.0,0.0,6200.0,1065.12,SC,3,,,,,,0.0,0.0,05/20/2020,0.0,0.0
H4SC03111,"CLEVELAND, HOSEA N",C,1,DEM,656.0,0.0,342.65,0.0,36.0,25.98,656.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,3,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H8SC03070,"GEREN, MARY SMITH",C,1,DEM,0.0,0.0,1105.23,0.0,-1849.25,-2954.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,3,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H0SC03077,"DUNCAN, JEFFREY D MR.",I,2,REP,873482.03,23964.1,772609.33,0.0,244636.79,345509.49,0.0,0.0,0.0,0.0,0.0,0.0,441860.31,SC,3,,,,,,398394.93,50.0,05/20/2020,2700.0,0.0
H0SC04281,"NELSON, KIMBERLY",C,1,DEM,73530.01,0.0,59636.74,0.0,0.0,13893.27,100.0,0.0,0.0,0.0,0.0,0.0,71752.46,SC,4,,,,,,1000.0,0.0,05/20/2020,0.0,0.0
H8SC04300,"BROWN, BRANDON PENDARVIS",O,1,DEM,0.0,0.0,193.66,0.0,193.66,0.0,0.0,0.0,0.0,193.66,0.0,0.0,0.0,SC,4,,,,,,0.0,0.0,01/15/2019,0.0,0.0
H0SC04240,"SMART, ANDREW THOMAS",C,2,REP,0.0,0.0,0.0,0.0,2556.0,2556.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,4,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0SC04257,"GOWDY, TREY",I,2,REP,15108.17,0.0,21154.38,0.0,942267.91,936221.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,4,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8SC04250,"TIMMONS, WILLIAM R IV",I,2,REP,927713.0,30766.21,861605.0,0.0,13139.57,79247.57,0.0,288942.05,0.0,75100.0,0.0,697842.05,174654.74,SC,4,,,,,,433350.0,0.0,05/20/2020,500.0,200.0
H8SC04276,"HAMILTON, DANIEL KELLER WIL",O,2,REP,0.0,0.0,21434.6,0.0,21434.6,0.0,0.0,0.0,0.0,0.0,0.0,7973.91,0.0,SC,4,,,,,,0.0,0.0,03/31/2020,7800.0,0.0
H8SC04342,"BRIGHT, LEE",O,2,REP,0.0,0.0,733.4,0.0,2572.49,1839.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,4,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8SC04367,"SANDERS, JUSTIN DAVID MR.",O,2,REP,300.0,0.0,0.0,0.0,300.0,600.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,4,,,,,,0.0,0.0,01/31/2020,0.0,0.0
H8SC04375,"BROWN, STEPHEN H MR",O,2,REP,0.0,0.0,0.0,0.0,-63.87,-63.87,0.0,0.0,0.0,0.0,0.0,101898.0,0.0,SC,4,,,,,,0.0,0.0,02/04/2019,0.0,0.0
H0SC05049,"MAMMADOV, RAMIN",C,1,DEM,6433.99,0.0,7944.2,0.0,5.21,-1505.0,0.0,0.0,0.0,1505.0,0.0,0.0,6309.62,SC,5,,,,,,0.0,0.0,07/10/2020,0.0,0.0
H0SC05056,"BROWN, MAURICUS",C,1,DEM,154174.47,0.0,119005.48,0.0,0.0,35168.99,0.0,0.0,0.0,0.0,0.0,0.0,152674.47,SC,5,,,,,,1500.0,0.0,05/20/2020,350.0,0.0
H2SC05052,"SPRATT, JOHN MCKEE JR HON",I,1,DEM,2.48,0.0,11801.89,7656.89,11799.41,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,SC,5,,,,,,0.0,0.0,03/08/2019,0.0,0.0
H8SC05174,"PARNELL, ARCHIE",C,1,DEM,0.0,0.0,12151.91,0.0,12151.91,0.0,0.0,0.0,0.0,12151.91,0.0,0.0,0.0,SC,5,,,,,,0.0,0.0,02/04/2019,0.0,0.0
H8SC05182,"FRANK, ALEXIS",O,1,DEM,0.0,0.0,5811.36,0.0,5811.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,5,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H8SC05141,"CONNELLY, CHAD",O,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,5,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H8SC05158,"NORMAN, RALPH W. JR.",I,2,REP,619107.44,18543.18,330989.37,0.0,596439.93,884558.0,0.0,0.0,0.0,50000.0,0.0,490000.0,422159.45,SC,5,,,,,,178000.0,0.0,05/20/2020,0.0,5000.0
H2SC02042,"CLYBURN, JAMES E.",I,1,DEM,1903756.33,0.0,1584895.95,0.0,905678.59,1224538.97,0.0,0.0,0.0,0.0,0.0,16186.81,610891.53,SC,6,,,,,,1288820.0,0.0,05/20/2020,7615.0,2500.0
H2SC06019,"TALLON, ROBIN",C,1,DEM,894923.44,0.0,251041.62,0.0,985531.0,929414.25,0.0,0.0,0.0,0.0,0.0,11521.38,0.0,SC,6,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8SC06107,"GRESSMANN, GERHARD RALF REV",C,2,REP,0.0,0.0,7296.99,0.0,7296.99,0.0,0.0,0.0,0.0,0.0,0.0,6304.28,0.0,SC,6,,,,,,0.0,0.0,11/15/2019,7296.99,0.0
H0SC07029,"WATSON, MELISSA WARD",C,1,DEM,42415.68,0.0,35203.94,0.0,0.0,7211.74,0.0,1400.0,0.0,500.0,0.0,900.0,41015.68,SC,7,,,,,,0.0,0.0,05/20/2020,0.0,0.0
H0SC07037,"WILLIAMS, WILLIAM HENRY",C,1,DEM,7601.0,0.0,7299.72,0.0,0.0,301.28,2504.65,2500.0,0.0,0.0,0.0,0.0,2545.56,SC,7,,,,,,0.0,0.0,07/08/2020,0.0,0.0
